valor,unidadeDeMedida,dataHora,descricao,tipo
251,MB,"2024-11-24 21:26:30",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:35",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:26:35",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:40",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:26:40",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:45",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:26:45",BytesRecebidos,"Placa de Rede"
20,MB,"2024-11-24 21:26:50",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:26:50",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:26:55",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:26:55",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:00",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:00",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:05",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:05",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:10",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:10",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:15",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:15",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:20",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:20",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:25",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:25",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:30",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:30",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:35",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:35",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:40",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:40",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:45",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:45",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:50",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:50",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:27:55",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:27:55",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:00",BytesEnviados,"Placa de Rede"
251,MB,"2024-11-24 21:28:00",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:05",BytesEnviados,"Placa de Rede"
258,MB,"2024-11-24 21:28:05",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:10",BytesEnviados,"Placa de Rede"
258,MB,"2024-11-24 21:28:10",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:15",BytesEnviados,"Placa de Rede"
260,MB,"2024-11-24 21:28:15",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:20",BytesEnviados,"Placa de Rede"
267,MB,"2024-11-24 21:28:20",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:25",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:25",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:30",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:30",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:35",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:35",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:40",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:40",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:45",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:45",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:50",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:50",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:28:55",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:28:55",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:01",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:01",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:06",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:06",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:11",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:11",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:16",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:16",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:21",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:21",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:26",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:26",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:31",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:31",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:36",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:36",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:41",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:41",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:46",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:46",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:51",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:51",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:29:56",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:29:56",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:30:01",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:01",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:30:06",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:06",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:30:11",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:11",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:30:16",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:16",BytesRecebidos,"Placa de Rede"
21,MB,"2024-11-24 21:30:21",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:21",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:26",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:26",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:31",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:31",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:36",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:36",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:41",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:41",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:46",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:46",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:51",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:51",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:30:56",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:30:56",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:01",BytesEnviados,"Placa de Rede"
270,MB,"2024-11-24 21:31:01",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:06",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:06",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:11",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:11",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:16",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:16",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:21",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:21",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:26",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:26",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:31",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:31",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:36",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:36",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:41",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:41",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:46",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:46",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:51",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:51",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:31:56",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:31:56",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:32:01",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:32:01",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:32:06",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:32:06",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:32:11",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:32:11",BytesRecebidos,"Placa de Rede"
22,MB,"2024-11-24 21:32:16",BytesEnviados,"Placa de Rede"
271,MB,"2024-11-24 21:32:16",BytesRecebidos,"Placa de Rede"
